4.446990499637029,"Shawshank Redemption
4.364732196832306,"Godfather
4.334372207803259,"Usual Suspects
4.310175010988133,Schindler's List (1993)
4.275640557704942,"Godfather: Part II
4.2741796572216,Seven Samurai (Shichinin no samurai) (1954)
4.271333600779414,Rear Window (1954)
4.263182346109176,Band of Brothers (2001)
4.258326830670664,Casablanca (1942)
4.256934865900383,Sunset Blvd. (a.k.a. Sunset Boulevard) (1950)
4.24807897901911,One Flew Over the Cuckoo's Nest (1975)
4.247286821705426,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964)
4.246001523229246,"Third Man
4.235410064157069,City of God (Cidade de Deus) (2002)
4.2347902097902095,"Lives of Others
4.233538107122288,North by Northwest (1959)
4.2326233183856505,Paths of Glory (1957)
4.227123123722136,Fight Club (1999)
4.224281931146873,Double Indemnity (1944)
4.224137931034483,12 Angry Men (1957)
4.2206196581196584,Cosmos (1980)
4.220129171151776,"Dark Knight
4.219009123455364,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)
4.211716774374825,Yojimbo (1961)
4.207361186471333,"Big Sleep
4.2041027766266055,All About Eve (1950)
4.203809594534383,Spirited Away (Sen to Chihiro no kamikakushi) (2001)
4.199673416067929,Chinatown (1974)
4.1977899432279,Notorious (1946)
4.19707174832642,"Amelie (Fabuleux destin d'Amélie Poulain
4.193171077504726,M (1931)
4.190671901948552,Star Wars: Episode IV - A New Hope (1977)
4.188943056401923,To Kill a Mockingbird (1962)
4.188202061218635,Star Wars: Episode V - The Empire Strikes Back (1980)
4.187211791831357,"Maltese Falcon
4.187185880702848,"Matrix
4.184187016081,"Thin Man
4.183632507763387,Goodfellas (1990)
4.183022467147096,Touch of Evil (1958)
4.18298969072165,Black Mirror (2011)
4.181067767274664,Wallace & Gromit: The Wrong Trousers (1993)
4.1785467923660615,Memento (2000)
4.17705650958151,"Silence of the Lambs
4.1767323390413065,"Princess Bride
4.176724137931035,Rashomon (Rashômon) (1950)
4.175837188808107,Life Is Beautiful (La Vita è bella) (1997)
4.174231169217055,Pulp Fiction (1994)
4.174146075581396,Monty Python and the Holy Grail (1975)
4.174129353233831,"Decalogue
4.174122637871192,City Lights (1931)
4.173611111111111,Ran (1985)
4.173556210639153,"Sting
4.171426401336777,"Philadelphia Story
4.170052581261951,It Happened One Night (1934)
4.167315497390872,Wallace & Gromit: A Close Shave (1995)
4.163536498936924,On the Waterfront (1954)
4.162769784172662,"General
4.162102116658588,Lawrence of Arabia (1962)
